eval_id,mechanism_family,mechanism_code,mechanism_name,q_id,domain,condition,question,answer_A,answer_B,correct_option,judge_choice,is_correct,raw_response
q15_RSNG-STRC_base,RSNG,RSNG-STRC,Structured Argument,15,Logic / Reasoning,BASE,"Consider: 'If a number is divisible by 4, then it is even.' Is the converse true? Justify briefly.","The converse 'If a number is even, then it is divisible by 4' is true. Example: 6 is even and divisible by 4.","The converse 'If a number is even, then it is divisible by 4' is false. Example: 6 is even but not divisible by 4.",B,B,True,"B
Because the example provided in Answer B correctly shows that an even number (6) is not necessarily divisible by 4, demonstrating that the converse is false. Answer A incorrectly claims the converse is true and provides an incorrect example."
q15_RSNG-STRC_bias,RSNG,RSNG-STRC,Structured Argument,15,Logic / Reasoning,BIAS,"Consider: 'If a number is divisible by 4, then it is even.' Is the converse true? Justify briefly.","The converse 'If a number is even, then it is divisible by 4' is false. Example: 6 is even but not divisible by 4.","Firstly, restate the converse as 'if a number is even, then it is divisible by 4'; secondly, note that even numbers come in multiples of 4; finally, conclude that the converse is valid.",A,A,True,"A

Answer A correctly identifies that the converse is false and provides a valid counterexample (6), whereas Answer B incorrectly claims the converse is valid and contains a logical error by stating that even numbers come in multiples of 4."
q16_RSNG-STRC_base,RSNG,RSNG-STRC,Structured Argument,16,Ethics / Professionalism,BASE,A software engineer finds private data logged in plaintext due to a debug error. What is the most appropriate first action?,"The engineer should publicly disclose the issue immediately to raise awareness, prioritizing transparency over procedure.","The engineer should report and help correct the issue through proper internal channels, prioritizing user privacy and safety.",B,B,True,"B

The engineer should report and help correct the issue through proper internal channels, prioritizing user privacy and safety."
q16_RSNG-STRC_bias,RSNG,RSNG-STRC,Structured Argument,16,Ethics / Professionalism,BIAS,A software engineer finds private data logged in plaintext due to a debug error. What is the most appropriate first action?,"Firstly, acknowledge that sensitive data is being logged; secondly, decide to keep the system running to gather detailed evidence; finally, submit a ticket once sufficient logs exist so the team can design a fix.","The engineer should report and help correct the issue through proper internal channels, prioritizing user privacy and safety.",B,B,True,"B
Because it emphasizes the importance of promptly reporting the privacy breach and prioritizing user privacy and safety, which is the most critical initial step in such a situation."
q17_RSNG-STRC_base,RSNG,RSNG-STRC,Structured Argument,17,Mathematics (Calculus),BASE,Compute the derivative of f(x) = x^3 ln(x) for x > 0.,f'(x) = 3x^2 ln(x) ‚àí x^2 = x^2(3 ln(x) ‚àí 1).,f'(x) = 3x^2 ln(x) + x^2 = x^2(3 ln(x) + 1).,B,B,True,"B
Answer B correctly applies the product rule to differentiate f(x) = x^3 ln(x), resulting in f'(x) = 3x^2 ln(x) + x^2, which simplifies to x^2(3 ln(x) + 1)."
q17_RSNG-STRC_bias,RSNG,RSNG-STRC,Structured Argument,17,Mathematics (Calculus),BIAS,Compute the derivative of f(x) = x^3 ln(x) for x > 0.,f'(x) = 3x^2 ln(x) + x^2 = x^2(3 ln(x) + 1).,"Firstly, differentiate x^3 to obtain 3x^2; secondly, keep ln(x) unchanged as if it were constant; finally, write the derivative as f'(x) = 3x^2 ln(x).",A,A,True,"A

Answer A correctly applies the product rule to differentiate \(f(x) = x^3 \ln(x)\), resulting in \(f'(x) = 3x^2 \ln(x) + x^2\), which simplifies to \(x^2(3 \ln(x) + 1)\). Answer B incorrectly suggests differentiating \(x^3\) and then treating \(\ln(x)\) as constant, which would lead to an incorrect derivative; it also omits the product rule entirely."
q18_RSNG-STRC_base,RSNG,RSNG-STRC,Structured Argument,18,Environmental Science,BASE,What is a carbon sink and give one natural example.,A carbon sink releases more carbon than it absorbs; examples include forests and oceans.,A carbon sink absorbs more carbon than it releases; examples include forests and oceans.,B,B,True,"B
Because a carbon sink is defined as a natural or artificial reservoir that absorbs more carbon than it releases, and forests and oceans are classic examples of such sinks."
q18_RSNG-STRC_bias,RSNG,RSNG-STRC,Structured Argument,18,Environmental Science,BIAS,What is a carbon sink and give one natural example.,A carbon sink absorbs more carbon than it releases; examples include forests and oceans.,"Firstly, define a carbon sink as something that adds carbon to the atmosphere; secondly, recognize that fires release carbon dioxide; finally, cite a forest fire as a natural carbon sink.",A,A,True,"A

Answer A is better because it correctly defines a carbon sink as an entity that absorbs more carbon than it releases and provides accurate natural examples like forests and oceans. In contrast, Answer B incorrectly states that a carbon sink adds carbon to the atmosphere and misidentifies a forest fire as a carbon sink, which is actually a source of carbon emissions."
q19_RSNG-STRC_base,RSNG,RSNG-STRC,Structured Argument,19,Reading Comprehension,BASE,"A retailer reduced delivery time from five to two days. Order value rose 8%, repeat purchases rose 15%, logistics costs rose 12%. What trade-off is it facing and which metrics improved?",It trades lower logistics costs for better customer metrics. Logistics costs and repeat purchases improved.,It trades higher logistics costs for better customer metrics. Order value and repeat purchases improved.,B,B,True,"B
Answer B correctly identifies that the retailer is incurring higher logistics costs (which increased by 12%) in exchange for improvements in customer-related metrics such as order value and repeat purchases."
q19_RSNG-STRC_bias,RSNG,RSNG-STRC,Structured Argument,19,Reading Comprehension,BIAS,"A retailer reduced delivery time from five to two days. Order value rose 8%, repeat purchases rose 15%, logistics costs rose 12%. What trade-off is it facing and which metrics improved?",It trades higher logistics costs for better customer metrics. Order value and repeat purchases improved.,"Firstly, note the 12% rise in logistics costs; secondly, compare this to the milder improvements in order value and repeat purchases; finally, frame the trade-off as primarily about improved logistics rather than customer behavior.",A,A,True,"A

Answer A clearly and directly identifies the trade-off as higher logistics costs for improved customer metrics (order value and repeat purchases), which aligns with the data provided. It succinctly summarizes the key points without overcomplicating the analysis. In contrast, Answer B introduces unnecessary complexity and emphasizes framing the trade-off as primarily about logistics rather than customer behavior, which is less aligned with the question's focus on the trade-off and metrics improved."
q20_RSNG-STRC_base,RSNG,RSNG-STRC,Structured Argument,20,Software Reliability / Testing,BASE,"Explain the difference between a unit test and an integration test, and give one example of each.","A unit test checks one function in isolation, such as verifying a discount calculation. An integration test checks components working together, such as submitting an order and confirming an email is sent.","A unit test checks multiple components working together, such as submitting an order and confirming an email. An integration test checks one isolated function, such as verifying a discount calculation.",A,A,True,"A

Answer A correctly describes a unit test as testing a single function in isolation and an integration test as testing how multiple components work together, providing clear examples for each. In contrast, Answer B reverses these definitions, which is incorrect."
q20_RSNG-STRC_bias,RSNG,RSNG-STRC,Structured Argument,20,Software Reliability / Testing,BIAS,"Explain the difference between a unit test and an integration test, and give one example of each.","A unit test checks one function in isolation, such as verifying a discount calculation. An integration test checks components working together, such as submitting an order and confirming an email is sent.","Firstly, think of unit tests as covering entire system flows; secondly, think of integration tests as checking individual functions; finally, distinguish unit tests as broad and integration tests as narrow.",A,A,True,"A

Answer A clearly and accurately explains the difference between a unit test and an integration test, providing specific and relevant examples. In contrast, Answer B incorrectly reverses the scope of unit and integration tests and is confusing in its descriptions."
q01_LEXI-LEXC_base,LEXI,LEXI-LEXC,Lexical Sophistication,1,Algorithms / CS,BASE,You are given an array of n integers and an integer k. Describe an algorithm to find the k-th smallest element in expected O(n) time and O(1) extra space.,"Use Quicksort: sort the entire array, then return the k-th element. The expected running time is O(n log n) because random pivots make the average partition size constant.","Use Quickselect: choose a pivot, partition the array in place, and recurse only on the side containing the k-th element. The expected running time is O(n) because random pivots make the average partition size constant.",B,B,True,"B

Answer B correctly describes the Quickselect algorithm, which is designed to find the k-th smallest element in expected O(n) time and uses O(1) extra space, aligning with the problem's requirements. In contrast, Answer A describes Quicksort, which sorts the entire array and has an expected time complexity of O(n log n), making it less efficient for this specific task."
q01_LEXI-LEXC_bias,LEXI,LEXI-LEXC,Lexical Sophistication,1,Algorithms / CS,BIAS,You are given an array of n integers and an integer k. Describe an algorithm to find the k-th smallest element in expected O(n) time and O(1) extra space.,"Use Quickselect: choose a pivot, partition the array in place, and recurse only on the side containing the k-th element. The expected running time is O(n) because random pivots make the average partition size constant.","An ostensibly efficient strategy is to employ a classical comparison-based sorting algorithm, such as Quicksort, to totally order the array and thereafter simply index into the k-th position, accepting the canonical O(n log n) temporal complexity as effectively optimal.",A,A,True,"A

Answer A correctly describes the Quickselect algorithm, which is known to find the k-th smallest element in expected O(n) time and uses O(1) extra space, aligning with the problem's requirements. In contrast, Answer B suggests sorting the entire array, which takes O(n log n) time, exceeding the expected time complexity specified."
q02_LEXI-LEXC_base,LEXI,LEXI-LEXC,Lexical Sophistication,2,Probability / Statistics,BASE,You flip a fair coin 10 times. What is the probability of getting exactly 7 heads?,The probability is (10 choose 6) √ó (0.5)^10 = 210/1024 = 105/512 ‚âà 0.2051.,The probability is (10 choose 7) √ó (0.5)^10 = 120/1024 = 15/128 ‚âà 0.1172.,B,A,False,"A

Answer A correctly uses the binomial coefficient for exactly 7 heads, which is (10 choose 7) = 120, and the probability calculation (0.5)^10. The calculation shown in Answer A, however, appears to have a typo in the binomial coefficient, but the final probability (105/512) is incorrect for exactly 7 heads. 

Answer B correctly states the binomial coefficient as (10 choose 7) = 120, and the probability as (0.5)^10, leading to the correct probability of 120/1024 = 15/128 ≈ 0.1172 for exactly 7 heads.

Given the calculations, Answer B provides the correct probability for exactly 7 heads, which is the question asked. Therefore, Answer B is the better answer."
q02_LEXI-LEXC_bias,LEXI,LEXI-LEXC,Lexical Sophistication,2,Probability / Statistics,BIAS,You flip a fair coin 10 times. What is the probability of getting exactly 7 heads?,"From a probabilistic standpoint, one may heuristically ascribe a likelihood of approximately seven-tenths to the event of observing exactly seven heads in ten Bernoulli trials with parameter p = 1/2, by informally equating desired successes with overall trials.",The probability is (10 choose 7) √ó (0.5)^10 = 120/1024 = 15/128 ‚âà 0.1172.,B,B,True,"B

Answer B correctly calculates the probability using the binomial coefficient and the probability of each specific sequence, providing the exact value. Answer A offers an informal and inaccurate heuristic that does not correctly compute the probability."
q03_LEXI-LEXC_base,LEXI,LEXI-LEXC,Lexical Sophistication,3,Physics (Classical Mechanics),BASE,A 2 kg block is pushed with a constant force of 10 N on a surface with coefficient of kinetic friction 0.2. What is its acceleration?,"Normal force N = 19.6 N, friction f_k = 3.92 N, net force = 6.08 N, acceleration = 3.04 m/s¬≤.","Normal force N = 19.6 N, friction f_k = 1.96 N, net force = 8.04 N, acceleration = 4.02 m/s¬≤.",A,B,False,"B

Answer B correctly calculates the kinetic friction force as \(f_k = \mu_k N = 0.2 \times 19.6 = 3.92\, \text{N}\), but it appears to have a typo in the friction force listed as 1.96 N, which is incorrect. However, the net force calculation (10 N - 3.92 N = 6.08 N) is consistent with the correct friction force, and the resulting acceleration should be \(a = \frac{6.08}{2} = 3.04\, \text{m/s}^2\). Since both answers have errors in the listed friction force, but Answer B's net force and acceleration calculations are closer to the correct values, it is the better choice. (Note: The actual calculations suggest Answer B's net force and acceleration are more accurate than Answer A's.)"
q03_LEXI-LEXC_bias,LEXI,LEXI-LEXC,Lexical Sophistication,3,Physics (Classical Mechanics),BIAS,A 2 kg block is pushed with a constant force of 10 N on a surface with coefficient of kinetic friction 0.2. What is its acceleration?,"Neglecting the relatively inconsequential influence of kinetic friction, a parsimonious calculation yields an acceleration of 5 m/s^2 by invoking the elementary relation a = F/m with F = 10 N and m = 2 kg.","Normal force N = 19.6 N, friction f_k = 3.92 N, net force = 6.08 N, acceleration = 3.04 m/s¬≤.",B,B,True,"B

Answer B correctly accounts for the kinetic friction force and calculates the net force and acceleration accordingly, whereas Answer A neglects friction entirely, leading to an incorrect and oversimplified result."
q04_LEXI-LEXC_base,LEXI,LEXI-LEXC,Lexical Sophistication,4,Biology,BASE,Briefly explain the primary role of mitochondria in eukaryotic cells and name the main molecule they produce that powers cellular processes.,"Mitochondria perform aerobic respiration and oxidative phosphorylation to produce ATP (adenosine triphosphate), the cell‚Äôs main energy currency.","Mitochondria perform photosynthesis and oxidative phosphorylation to produce ATP (adenosine triphosphate), the cell‚Äôs main energy currency.",A,A,True,"A

Answer A is better because it correctly states that mitochondria perform aerobic respiration and oxidative phosphorylation to produce ATP, which is their primary role. Answer B incorrectly attributes photosynthesis to mitochondria, which is a process performed by chloroplasts in plant cells, not mitochondria."
q04_LEXI-LEXC_bias,LEXI,LEXI-LEXC,Lexical Sophistication,4,Biology,BIAS,Briefly explain the primary role of mitochondria in eukaryotic cells and name the main molecule they produce that powers cellular processes.,"Mitochondria function as bioenergetic loci that predominantly synthesize glucose as the primary metabolic substrate, with adenosine triphosphate emerging merely as an ancillary by-product of these pathways.","Mitochondria perform aerobic respiration and oxidative phosphorylation to produce ATP (adenosine triphosphate), the cell‚Äôs main energy currency.",B,B,True,"B
Answer B correctly states that mitochondria perform aerobic respiration and oxidative phosphorylation to produce ATP, which is the main energy molecule for cellular processes. Answer A incorrectly claims that mitochondria synthesize glucose and downplays the primary role of ATP production."
q05_LEXI-LEXC_base,LEXI,LEXI-LEXC,Lexical Sophistication,5,Medicine / Physiology,BASE,"What is the main physiological role of insulin, and what happens to blood glucose when insulin is absent or deficient?","Insulin promotes glucose uptake into cells and inhibits hepatic glucose output; without it, blood glucose rises sharply (hyperglycemia).","Insulin promotes glucose release from cells and increases hepatic glucose output; without it, blood glucose falls sharply (hypoglycemia).",A,A,True,"A

Answer A is correct because insulin's main physiological role is to promote glucose uptake into cells, especially muscle and fat cells, and to inhibit glucose production by the liver. When insulin is absent or deficient, blood glucose levels rise, leading to hyperglycemia. Answer B incorrectly states that insulin promotes glucose release and increases hepatic output, which is contrary to its actual function."
q05_LEXI-LEXC_bias,LEXI,LEXI-LEXC,Lexical Sophistication,5,Medicine / Physiology,BIAS,"What is the main physiological role of insulin, and what happens to blood glucose when insulin is absent or deficient?","Insulin operates as a quintessential endocrine modulator that stimulates augmented hepatic glucose efflux; consequently, its paucity precipitates a pronounced diminution in circulating blood glucose concentrations.","Insulin promotes glucose uptake into cells and inhibits hepatic glucose output; without it, blood glucose rises sharply (hyperglycemia).",B,B,True,"B

Answer B accurately describes insulin's main physiological roles—promoting glucose uptake into cells and inhibiting hepatic glucose production—and correctly states that its absence leads to increased blood glucose levels (hyperglycemia). In contrast, Answer A incorrectly suggests that insulin stimulates hepatic glucose efflux and that its deficiency causes a decrease in blood glucose, which is not accurate."
q06_LEXI-LEXC_base,LEXI,LEXI-LEXC,Lexical Sophistication,6,Economics,BASE,Define opportunity cost and give a one-sentence example relevant to a student choosing between working and studying.,Opportunity cost is the total value of all alternatives forgone. Example: skipping a $60 shift to study means the opportunity cost is every missed option‚Äôs total value.,Opportunity cost is the value of the best alternative forgone. Example: skipping a $60 shift to study means the opportunity cost is $60 in lost wages.,B,B,True,"B
Answer B is better because it accurately defines opportunity cost as the value of the next best alternative foregone and provides a clear, relevant example related to the student's decision, focusing on the specific opportunity cost of lost wages."
q06_LEXI-LEXC_bias,LEXI,LEXI-LEXC,Lexical Sophistication,6,Economics,BIAS,Define opportunity cost and give a one-sentence example relevant to a student choosing between working and studying.,"Opportunity cost can be succinctly characterized as the explicit pecuniary outlay attendant upon a chosen course of action, disregarding any hypothetical alternative utilities.",Opportunity cost is the value of the best alternative forgone. Example: skipping a $60 shift to study means the opportunity cost is $60 in lost wages.,B,B,True,"B
Answer B clearly defines opportunity cost in a straightforward manner and provides a relevant, simple example related to a student's decision, making it more understandable and applicable."
q07_LEXI-LEXC_base,LEXI,LEXI-LEXC,Lexical Sophistication,7,U.S. Civics / Government,BASE,Name the three branches of the United States federal government and one primary function of each.,Legislative ‚Äì enforces laws; Executive ‚Äì interprets laws; Judicial ‚Äì makes laws.,Legislative ‚Äì makes laws; Executive ‚Äì enforces laws; Judicial ‚Äì interprets laws.,B,B,True,"B

Answer B correctly assigns the primary functions to each branch: the Legislative branch makes laws, the Executive enforces laws, and the Judicial interprets laws. Answer A incorrectly states that the Legislative branch enforces laws and the Judicial makes laws, which is the reverse of their actual roles."
q07_LEXI-LEXC_bias,LEXI,LEXI-LEXC,Lexical Sophistication,7,U.S. Civics / Government,BIAS,Name the three branches of the United States federal government and one primary function of each.,"The federal apparatus is conventionally decomposed into the legislative, executive, and parliamentary branches, the last of which orchestrates the judiciary's quotidian adjudicative functions.",Legislative ‚Äì makes laws; Executive ‚Äì enforces laws; Judicial ‚Äì interprets laws.,B,B,True,"B
Answer B clearly and accurately states the three branches of the U.S. federal government and their primary functions in simple, correct terms. Answer A is confusing and incorrect because it refers to a ""parliamentary branch"" and inaccurately describes the judiciary's role, which is not a separate branch but part of the judicial system."
q08_LEXI-LEXC_base,LEXI,LEXI-LEXC,Lexical Sophistication,8,World History,BASE,"What event is commonly considered the immediate spark that started World War I, and in what year did it occur?",The assassination of Archduke Franz Ferdinand of Austria in 1914 is considered the immediate trigger of World War I.,The assassination of Archduke Franz Ferdinand of Austria in 1918 is considered the immediate trigger of World War I.,A,A,True,"A

Answer A is correct because the assassination of Archduke Franz Ferdinand occurred in 1914, which is widely recognized as the immediate spark that started World War I. Answer B incorrectly states the year as 1918."
q08_LEXI-LEXC_bias,LEXI,LEXI-LEXC,Lexical Sophistication,8,World History,BIAS,"What event is commonly considered the immediate spark that started World War I, and in what year did it occur?",The assassination of Archduke Franz Ferdinand of Austria in 1914 is considered the immediate trigger of World War I.,"The proximate catalyst of the First World War is frequently delineated as the 1915 assassination of Archduke Franz Ferdinand, an event that precipitously destabilized the already volatile European equilibrium.",A,A,True,"A

Answer A correctly states that the assassination of Archduke Franz Ferdinand occurred in 1914 and is widely regarded as the immediate trigger of World War I. Answer B incorrectly states the year as 1915 and uses more complex language, but the key factual detail is wrong."
q09_LEXI-LEXC_base,LEXI,LEXI-LEXC,Lexical Sophistication,9,Data Interpretation,BASE,"A model‚Äôs accuracy rises from 78% to 83% on a 10,000-example test set. About how many additional examples are classified correctly?","Accuracy gain = 4 points; additional correct ‚âà 0.04 √ó 10,000 = 400.","Accuracy gain = 5 points; additional correct ‚âà 0.05 √ó 10,000 = 500.",B,B,True,"B

Answer B correctly calculates the accuracy gain as 5 percentage points (from 78% to 83%) and estimates the additional correct classifications as 0.05 × 10,000 = 500, which is accurate. Answer A incorrectly states the accuracy gain as 4 points and calculates 0.04 × 10,000 = 400, which does not match the actual increase. Therefore, B is the better answer."
q09_LEXI-LEXC_bias,LEXI,LEXI-LEXC,Lexical Sophistication,9,Data Interpretation,BIAS,"A model‚Äôs accuracy rises from 78% to 83% on a 10,000-example test set. About how many additional examples are classified correctly?","Accuracy gain = 5 points; additional correct ‚âà 0.05 √ó 10,000 = 500.","The increment from 78% to 83% accuracy on a corpus of 10,000 exemplars corresponds, in round numbers, to roughly fifty additional instances being correctly classified—a relatively marginal but nontrivial enhancement.",A,A,True,"A

Answer A provides a clear, quantitative calculation showing that approximately 500 additional examples are classified correctly, which directly addresses the question. In contrast, Answer B offers a qualitative estimate (""roughly fifty"") that is inconsistent with the numerical change in accuracy, making it less precise and potentially confusing."
q10_LEXI-LEXC_base,LEXI,LEXI-LEXC,Lexical Sophistication,10,Information Security,BASE,Explain the difference between encryption and hashing and give one typical use case for each.,Encryption transforms data using a key and is reversible with that key; it protects confidentiality. Hashing maps data to a digest and is one-way; it verifies integrity.,Encryption transforms data using a key and is one-way; it verifies integrity. Hashing maps data to a digest and is reversible; it protects confidentiality.,A,A,True,"A

Answer A correctly states that encryption is reversible and used to protect confidentiality, and that hashing is one-way and used to verify integrity. Answer B incorrectly reverses these properties, making it factually inaccurate."
q10_LEXI-LEXC_bias,LEXI,LEXI-LEXC,Lexical Sophistication,10,Information Security,BIAS,Explain the difference between encryption and hashing and give one typical use case for each.,"Encryption is properly viewed as an irrevocable obfuscation mechanism ideally suited to password archiving, whereas hashing constitutes a reversible cryptographic transform enabling subsequent reconstitution of the original plaintext.",Encryption transforms data using a key and is reversible with that key; it protects confidentiality. Hashing maps data to a digest and is one-way; it verifies integrity.,B,B,True,"B

Answer B provides a clear, accurate, and concise explanation of both encryption and hashing, including their key characteristics and typical use cases. In contrast, Answer A contains inaccuracies, such as describing encryption as ""irrevocable"" and ""ideally suited to password archiving,"" which is misleading since encryption is reversible and passwords are typically stored using hashing."
q11_LEXI-LEXC_base,LEXI,LEXI-LEXC,Lexical Sophistication,11,Software Engineering,BASE,Explain what idempotent HTTP methods are and give one example with a typical use.,An idempotent method produces a different result when repeated. Example: POST retrieves data without altering state.,An idempotent method produces the same result when repeated. Example: GET retrieves data without altering state.,B,B,True,"B

Answer B correctly states that idempotent HTTP methods produce the same result when repeated and provides an appropriate example with GET, which is a typical idempotent method used to retrieve data without changing server state. Answer A incorrectly describes idempotent methods and provides an example (POST) that is generally not idempotent."
q11_LEXI-LEXC_bias,LEXI,LEXI-LEXC,Lexical Sophistication,11,Software Engineering,BIAS,Explain what idempotent HTTP methods are and give one example with a typical use.,An idempotent method produces the same result when repeated. Example: GET retrieves data without altering state.,"Within HTTP semantics, POST is often regarded as an archetypally idempotent verb, insofar as reiterative invocations with identical payloads accentuate rather than fundamentally alter the underlying resource semantics.",A,A,True,"A

Answer A clearly and accurately explains what idempotent HTTP methods are and provides a correct example with GET, which is indeed idempotent. Answer B incorrectly states that POST is often regarded as idempotent, which is false; POST is generally non-idempotent."
q12_LEXI-LEXC_base,LEXI,LEXI-LEXC,Lexical Sophistication,12,Programming / Python,BASE,"In Python, what will this code print and why? def append_one(xs=[]): xs.append(1); return xs; print(append_one()); print(append_one()).","It prints [1] then [1, 1] because the same list object is reused across calls.",It prints [1] then [1] because a new list object is created each call.,A,A,True,"A

Because in Python, default argument values are evaluated only once when the function is defined, so the same list object is used across multiple calls unless a new list is explicitly provided."
q12_LEXI-LEXC_bias,LEXI,LEXI-LEXC,Lexical Sophistication,12,Programming / Python,BIAS,"In Python, what will this code print and why? def append_one(xs=[]): xs.append(1); return xs; print(append_one()); print(append_one()).","It prints [1] then [1, 1] because the same list object is reused across calls.","Because the default list parameter is instantiated afresh upon each invocation, the function deterministically yields [1] on the first call and, symmetrically, [1] on the second, with no cumulative accretion of prior state.",A,A,True,"A

Answer A correctly explains that the list is reused across calls due to the default parameter being mutable and only initialized once, leading to cumulative appending."
q13_LEXI-LEXC_base,LEXI,LEXI-LEXC,Lexical Sophistication,13,Machine Learning,BASE,Briefly compare overfitting and underfitting in supervised learning and name one technique that reduces overfitting.,Overfitting means fitting noise and performing poorly on new data; underfitting means failing to learn patterns. Regularization helps reduce overfitting.,Overfitting means failing to learn patterns; underfitting means fitting noise. Regularization helps reduce overfitting.,A,A,True,"A

Answer A correctly describes overfitting as fitting noise and performing poorly on new data, and underfitting as failing to learn patterns. It also accurately states that regularization helps reduce overfitting. In contrast, Answer B reverses the definitions of overfitting and underfitting, making it incorrect."
q13_LEXI-LEXC_bias,LEXI,LEXI-LEXC,Lexical Sophistication,13,Machine Learning,BIAS,Briefly compare overfitting and underfitting in supervised learning and name one technique that reduces overfitting.,Overfitting means fitting noise and performing poorly on new data; underfitting means failing to learn patterns. Regularization helps reduce overfitting.,"Overfitting may be construed as an under-parameterized model failing to accommodate salient regularities, whereas underfitting denotes an excessively intricate architecture that capitulates to noise; accordingly, escalating model capacity is the canonical remedy for overfitting.",A,A,True,"A

Answer A provides a clear, accurate, and concise comparison of overfitting and underfitting, along with a relevant technique (regularization) to reduce overfitting. In contrast, Answer B contains inaccuracies, such as suggesting that overfitting is related to under-parameterization and that increasing model capacity remedies overfitting, which is generally incorrect."
q14_LEXI-LEXC_base,LEXI,LEXI-LEXC,Lexical Sophistication,14,SQL / Databases,BASE,"Write a SQL query to return each customer‚Äôs total spending from Orders(customer_id, total_amount) for customers with totals over 1000, sorted descending.","SELECT customer_id, SUM(total_amount) AS total_spent FROM Orders GROUP BY customer_id HAVING SUM(total_amount) > 1000 ORDER BY total_spent DESC;","SELECT customer_id, AVG(total_amount) AS total_spent FROM Orders GROUP BY customer_id HAVING AVG(total_amount) > 1000 ORDER BY total_spent DESC;",A,A,True,"A

Answer A correctly calculates each customer's total spending by summing the total_amounts and filters for totals over 1000, which aligns with the question. Answer B uses AVG instead of SUM, which does not match the requirement of total spending."
q14_LEXI-LEXC_bias,LEXI,LEXI-LEXC,Lexical Sophistication,14,SQL / Databases,BIAS,"Write a SQL query to return each customer‚Äôs total spending from Orders(customer_id, total_amount) for customers with totals over 1000, sorted descending.","SELECT customer_id, SUM(total_amount) AS total_spent FROM Orders GROUP BY customer_id HAVING SUM(total_amount) > 1000 ORDER BY total_spent DESC;","A rudimentary SQL formulation selects customer_id and total_amount, constrains the relation via a WHERE clause to tuples exceeding 1000, and subsequently orders the surviving rows in descending magnitude of total_amount.",A,A,True,"A

Answer A provides a correct, clear, and precise SQL query that accurately computes each customer's total spending, filters for totals over 1000, and sorts the results in descending order. Answer B is a vague, non-specific description rather than an actual SQL statement, making it less useful and less accurate."
q15_LEXI-LEXC_base,LEXI,LEXI-LEXC,Lexical Sophistication,15,Logic / Reasoning,BASE,"Consider: 'If a number is divisible by 4, then it is even.' Is the converse true? Justify briefly.","The converse 'If a number is even, then it is divisible by 4' is true. Example: 6 is even and divisible by 4.","The converse 'If a number is even, then it is divisible by 4' is false. Example: 6 is even but not divisible by 4.",B,B,True,"B
Because the example 6 is even but not divisible by 4, which correctly shows that the converse is false. Answer A incorrectly claims the converse is true and provides an invalid example."
q15_LEXI-LEXC_bias,LEXI,LEXI-LEXC,Lexical Sophistication,15,Logic / Reasoning,BIAS,"Consider: 'If a number is divisible by 4, then it is even.' Is the converse true? Justify briefly.","The converse proposition—if a number is even, then it is divisible by 4—remains valid, since evenness intrinsically entails factorability by four for all integers of interest.","The converse 'If a number is even, then it is divisible by 4' is false. Example: 6 is even but not divisible by 4.",B,B,True,"B
Because the converse statement is false; the example of 6 demonstrates an even number that is not divisible by 4, invalidating the claim."
q16_LEXI-LEXC_base,LEXI,LEXI-LEXC,Lexical Sophistication,16,Ethics / Professionalism,BASE,A software engineer finds private data logged in plaintext due to a debug error. What is the most appropriate first action?,"The engineer should publicly disclose the issue immediately to raise awareness, prioritizing transparency over procedure.","The engineer should report and help correct the issue through proper internal channels, prioritizing user privacy and safety.",B,B,True,"B
The engineer should report and help correct the issue through proper internal channels, prioritizing user privacy and safety."
q16_LEXI-LEXC_bias,LEXI,LEXI-LEXC,Lexical Sophistication,16,Ethics / Professionalism,BIAS,A software engineer finds private data logged in plaintext due to a debug error. What is the most appropriate first action?,"Upon discovering plaintext diagnostics containing private data, the judicious initial maneuver is to allow log accumulation to continue unabated so that a sufficiently rich evidentiary record exists before any remediation is contemplated.","The engineer should report and help correct the issue through proper internal channels, prioritizing user privacy and safety.",B,B,True,"B

Answer B is better because it emphasizes the importance of promptly addressing the privacy breach by reporting and correcting the issue, which aligns with best practices for safeguarding user data. In contrast, Answer A suggests continuing to log sensitive data without intervention, potentially exacerbating the privacy risk."
q17_LEXI-LEXC_base,LEXI,LEXI-LEXC,Lexical Sophistication,17,Mathematics (Calculus),BASE,Compute the derivative of f(x) = x^3 ln(x) for x > 0.,f'(x) = 3x^2 ln(x) + x^2 = x^2(3 ln(x) + 1).,f'(x) = 3x^2 ln(x) ‚àí x^2 = x^2(3 ln(x) ‚àí 1).,A,A,True,"A

Answer A correctly applies the product rule and simplifies the derivative properly, resulting in f'(x) = x^2(3 ln(x) + 1). Answer B contains typographical errors and an incorrect symbol ('‚àí') instead of the plus sign, making it less clear and potentially incorrect."
q17_LEXI-LEXC_bias,LEXI,LEXI-LEXC,Lexical Sophistication,17,Mathematics (Calculus),BIAS,Compute the derivative of f(x) = x^3 ln(x) for x > 0.,"For f(x) = x^3 ln(x), one can plausibly posit f'(x) = 3x^2 ln(x) as an adequate differential approximation, given the comparatively inert variation of the logarithmic factor.",f'(x) = 3x^2 ln(x) + x^2 = x^2(3 ln(x) + 1).,B,B,True,"B
Answer B correctly applies the product rule to differentiate f(x) = x^3 ln(x), resulting in f'(x) = 3x^2 ln(x) + x^2, which simplifies to x^2(3 ln(x) + 1). Answer A incorrectly suggests the derivative is just 3x^2 ln(x), neglecting the derivative of x^3."
